store_name,store_company_by_GPT
CLINTON LIQUOR & CONVENIENCE STORE,CLINTON LIQUOR & CONVENIENCE
TOBACCO HUT #18 / COUNCIL BLUFFS,TOBACCO HUT
SPEEDY GAS N SHOP,SPEEDY GAS N SHOP
KUM & GO #59 / WAUKEE,KUM & GO
CASEY'S GENERAL STORE #2644 / EARLHAM,CASEY'S
CASEY'S GENERAL STORE #2559 / GRANGER,CASEY'S
QUICK MART / HIAWATHA,QUICK MART
WORLD LIQUOR & TOBACCO,WORLD LIQUOR & TOBACCO
SHORTEE'S PIT STOP,SHORTEE'S
SAM'S MINI MART / MORNINGSIDE AVE SIOUX CITY,SAM'S MINI MART
CASEY'S GENERAL STORE #1567 / ANITA,CASEY'S
CASEY'S GENERAL STORE #3026 / ST CHARLES,CASEY'S
TOBACCO HUT #11 / SIOUX CITY,TOBACCO HUT
SNK GAS & FOOD LLC,SNK
KUM & GO #66 / WEST DES MOINES,KUM & GO
CIRCLE S BLUFF STOP,CIRCLE S
CASEY'S GENERAL STORE #3210 / URBANDALE,CASEY'S
SCHOTTSY'S LIQUOR,SCHOTTSY'S
CASEY'S GENERAL STORE #3098 / WDM,CASEY'S
BIG DISCOUNT LIQUOR,BIG DISCOUNT
BARRYS MINI MART,BARRYS
GASLAND #102 / BURLINGTON,GASLAND
BURLINGTON SHELL,BURLINGTON SHELL
GRAETTINGER MARKET,GRAETTINGER
KWIK STOP 4 / WATERLOO,KWIK STOP
FAREWAY STORES #137 / POLK CITY,FAREWAY
BROADWAY LIQUOR,BROADWAY
LARCHWOOD QUICK STOP,LARCHWOOD
PRIME MART / CEDAR FALLS,PRIME MART
ZAPF'S PRONTO MARKET,ZAPF'S
PRIME MART #3 / WATERLOO,PRIME MART
CASEY'S GENERAL STORE #1061 / PRINCETON,CASEY'S
CASEY'S GENERAL STORE #2531 / ELDRIDGE,CASEY'S
CASEY'S GENERAL STORE #2429 / BETTENDORF,CASEY'S
KUM & GO #115 / PERRY,KUM & GO
KUM & GO #4084 / ALTOONA,KUM & GO
MARKET EXPRESS,MARKET EXPRESS
CASEY'S GENERAL STORE #2270 / AURELIA,CASEY'S
KUM & GO #576 / WEST DES MOINES,KUM & GO
CASEY'S GENERAL STORE #1680 / ADEL,CASEY'S
CASEY'S GENERAL STORE #3251 / BOONE,CASEY'S
B AND B WEST,B AND B
RIVER MART,RIVER MART
CASEY'S GENERAL STORE #2811 / SPRINGVILLE,CASEY'S
ALI'S LIQUOR,ALI'S
ROCSTOP,ROCSTOP
PRONTO MARKET,PRONTO
CAMBRIDGE COUNTRY STORE,CAMBRIDGE
KUM & GO #170 / URBANDALE,KUM & GO
EAST VILLAGE PANTRY,EAST VILLAGE
JIFFY EXPRESS / MARTENSDALE,JIFFY EXPRESS
OSAGE LIQUORS,OSAGE
THE MUSIC STATION,THE MUSIC STATION
WHEATLAND DAY BREAK,WHEATLAND
RIVER DRIVE SMOKE SHOP,RIVER DRIVE
KUM & GO #514 / CEDAR RAPIDS,KUM & GO
SUB EXPRESS & GAS,SUB EXPRESS
TRI STOP,TRI STOP
THE COOLER,THE COOLER
FIVE CORNERS LIQUOR & WINE,FIVE CORNERS
BANI'S,BANI'S
AJ'S LIQUOR III,AJ'S
HILLTOP GROCERY,HILLTOP
JEFF'S MARKET / BLUE GRASS,JEFF'S MARKET
CASEY'S GENERAL STORE #3042 / BROOKLYN,CASEY'S
LAKE LIQUORS WINE AND SPIRITS,LAKE LIQUORS
JEFF'S MARKET / WEST LIBERTY,JEFF'S MARKET
FAREWAY STORES #138 / PLEASANT HILL,FAREWAY
QUILLINS QUALITY FOODS MONONA,QUILLINS
QUILLINS QUALITY FOODS WEST UNION,QUILLINS
WALGREENS #15647 / SIOUX CITY,WALGREENS
PRIME MART / WATERLOO,PRIME MART
PRONTO BP,PRONTO
SINCLAIR FOOD MART,SINCLAIR
KIMMES COUNTRY STORE ALTA 05,KIMMES
FAST AVE ONE STOP,FAST AVE
CASEY'S GENERAL STORE #2519 / MERRILL,CASEY'S
218 FUEL EXPRESS & CHUBBY'S LIQUOR,218 FUEL EXPRESS
HAPPY'S WINE & SPIRITS,HAPPY'S
CASEY'S GENERAL STORE #3322 / IOWA CITY,CASEY'S
FASTTRAK,FASTTRAK
OLD 34 GAS & GRILL,OLD 34
SITE FOOD MART,SITE
DOWNTOWN PANTRY,DOWNTOWN
LAKE CITY FOOD CENTER,LAKE CITY
CASEY'S GENERAL STORE #2680 / CLARKS,CASEY'S
CASEY'S GENERAL STORE #3319 / NEVADA,CASEY'S
THE MUSIC STATION / INDEPENDENCE,THE MUSIC STATION
FAMOUS LIQUORS,FAMOUS
IDA GROVE FOOD PRIDE,IDA GROVE
LAURENS FOOD PRIDE,LAURENS
KWIK STOP 16TH STREET #325,KWIK STOP
BROTHER'S MARKET / DENVER,BROTHER'S MARKET
SAC CITY FOOD PRIDE,SAC CITY
LANSING IGA,LANSING
PETROMART STANWOOD,PETROMART
KUM & GO #608 / OKOBOJI,KUM & GO
HAWKEYE CONVENIENCE STORES / 16TH AV,HAWKEYE CONVENIENCE STORES
HAWKEYE CONVENIENCE STORES / WILEY,HAWKEYE CONVENIENCE STORES
HAWKEYE CONVENIENCE STORES / 1ST AVE,HAWKEYE CONVENIENCE STORES
HARD ROCK HOTEL & CASINO SIOUX CITY,HARD ROCK
MIDTOWN LIQUOR,MIDTOWN LIQUOR
THE LIQUOR STOP LLC,THE LIQUOR STOP
LIQUOR TOBACCO & GROCERIES,LIQUOR TOBACCO & GROCERIES
CASEY'S GENERAL STORE #3205 / COUNCI,CASEY'S
CASEY'S GENERAL STORE #3384 / SOLON,CASEY'S
WILTON EXPRESS,WILTON
CASEY'S GENERAL STORE #3309 / MONTEZ,CASEY'S
SUPER STOP III / DUBUQUE,SUPER STOP
CASEY'S GENERAL STORE #3202 / CRESCE,CASEY'S
WEST K MART,WEST K
FAREWAY STORES #147 / CARLISLE,FAREWAY
OASIS,OASIS
CASEY'S GENERAL STORE #3220 / GREENF,CASEY'S
CORK 'N BOTTLE / MANCHESTER,CORK 'N BOTTLE
LATIMER COMMUNITY GROCERY,LATIMER COMMUNITY
COUNCIL BLUFFS SINCLAIR,SINCLAIR
KUM & GO #535 / DES MOINES,KUM & GO
KUM & GO #542 / URBANDALE,KUM & GO
CASEY'S GENERAL STORE #1125 / HUMEST,CASEY'S
L&M MIGHTY SHOP,L&M MIGHTY
CASEY'S GENERAL STORE #3382 / CEDAR,CASEY'S
CASEY'S GENERAL STORE #2318 / MONTRO,CASEY'S
LOGAN CONVENIENCE STORE,LOGAN CONVENIENCE STORE
CASEY'S GENERAL STORE #2777 / FAIRFA,CASEY'S
CIRCLE S GORDON DRIVE,CIRCLE S
ONE STOP LIQUOR,ONE STOP
TOBACCO SHOP / ARNOLDS PARK,TOBACCO SHOP
CASEY'S GENERAL STORE #1705 / LAKE M,CASEY'S
JEFF'S MARKET / WILTON,JEFF'S MARKET
JEFF'S MARKET / DURANT,JEFF'S MARKET
PEP STOP,PEP STOP
"WILLIAMS BOULEVARD SERVICE, INC.",WILLIAMS BOULEVARD
PRONTO MARKET  / NEW SHARON,PRONTO
CUBBY'S SIOUX CITY,CUBBY'S
WAL-MART 3150 / COUNCIL BLUFFS,WAL-MART
CASEY'S GENERAL STORE #2096 / COUNCI,CASEY'S
CASEY'S GENERAL STORE #2489 / DENISO,CASEY'S
C'S LIQUOR STORE,C'S LIQUOR
CASEY'S GENERAL STORE #3035 / ATLANT,CASEY'S
CASEY'S GENERAL STORE #2365 / ATLANT,CASEY'S
CENTRAL MART,CENTRAL MART
"CENTRAL MART I, LLC.",CENTRAL MART
QUIK-PIK  /  LOGAN,QUIK-PIK
KUM & GO #768 / HOSPERS,KUM & GO
MOS MINI MART,MOS MINI
KUM & GO #437 / MUSCATINE,KUM & GO
KUM & GO #1436 / MUSCATINE,KUM & GO
KUM & GO #3035 / WEST DES MOINES,KUM & GO
CASEY'S GENERAL STORE #2778 / CEDAR,CASEY'S GENERAL STORE
WALGREENS #11710 / NORTH LIBERTY,WALGREENS
FAREWAY STORES #151 / CEDAR RAPIDS,FAREWAY STORES
BEST FOOD MART 3  LLC,BEST FOOD MART
CASEY'S GENERAL STORE #2164 / ANKENY,CASEY'S GENERAL STORE
SAM'S FOOD,SAM'S
NEW STAR  /  FLETCHER AVE,NEW STAR
WILKIE LIQUORS,WILKIE LIQUORS
RUSTIC LURE WINE AND SPIRITS,RUSTIC LURE
THREE BROTHERS LIQUORS,THREE BROTHERS
RANDY'S NEIGHBORHOOD MARKET,RANDY'S
KUM & GO #4098 / WINDSOR HEIGHTS,KUM & GO
TOBACCO 4 LESS / STATE ST,TOBACCO 4 LESS
CASEY'S GENERAL STORE #3404 / CARLIS,CASEY'S GENERAL STORE
RAMSEY'S MARKET LIQUOR,RAMSEY'S MARKET
CREEKSIDE MARKET,CREEKSIDE MARKET
THE BOTTLE SHOP,THE BOTTLE SHOP
"RAY'S SUPERMARKET, INC.",RAY'S SUPERMARKET
CASEY'S GENERAL STORE #2612 / MISSOU,CASEY'S GENERAL STORE
PRONTO MARKET / MANLY,PRONTO MARKET
NEW STAR MART  /  NEWTON,NEW STAR
FOOD & GAS MART  /  MARSHALLTOWN,FOOD & GAS MART
KWIK STOP #82  /  PEOSTA,KWIK STOP
CORWITH FARM SERVICE,CORWITH FARM
CASEY'S GENERAL STORE #3442 / MAPLET,CASEY'S GENERAL STORE
PRICE CHOPPER  /  JOHNSTON,PRICE CHOPPER
CASH SAVER  /  E EUCLID AVE,CASH SAVER
PRICE CHOPPER  /  MERLE HAY #1315,PRICE CHOPPER
PRICE CHOPPER  /  INGERSOLL,PRICE CHOPPER
PRICE CHOPPER  /  BEAVER #1310,PRICE CHOPPER
CASH SAVER  /  FLEUR,CASH SAVER
DON'S FOOD CENTER,DON'S FOOD CENTER
PRIME MART #6  /  CHARLES CITY,PRIME MART
FAREWAY STORES #155 / HUXLEY,FAREWAY STORES
KELLOGG COUNTRY STORE,KELLOGG COUNTRY STORE
A TO Z LIQUOR,A TO Z LIQUOR
CASEY'S GENERAL STORE #3418 / GOWRIE,CASEY'S GENERAL STORE
SMOKIN' JOE'S #13 TOBACCO AND LIQUOR OUTLET,SMOKIN' JOE'S
SAM'S CLUB 6979 / ANKENY,SAM'S CLUB
SOUTH SIDE FOOD MART,SOUTH SIDE FOOD MART
FAREWAY STORES #153  /  W DES MOINES,FAREWAY STORES
VICTOR'S MARKET,VICTOR'S MARKET
MAIN ST MARKET  /  HOLY CROSS,MAIN ST MARKET
B S MINI MART INC,B S MINI MART
CASEY'S GENERAL STORE #2815  /  VICT,CASEY'S GENERAL STORE
IDA LIQUOR,IDA LIQUOR
OAK STREET STATION LLC,OAK STREET STATION
LAKE PARK FOODS,LAKE PARK FOODS
NEW STAR  /  ANSBOROUGH AVE,NEW STAR
CASEY'S GENERAL STORE #1020  / LE CL,CASEY'S GENERAL STORE
KIMMES MANSON COUNTRY STORE #10,KIMMES MANSON COUNTRY STORE
BUCKY'S EXPRESS #19 / COUNCIL BLUFFS,BUCKY'S EXPRESS
KIMMES ROCKWELL CITY COUNTRY STORE #,KIMMES ROCKWELL CITY COUNTRY STORE
AMERISTAR CASINO COUNCIL BLUFFS GIFT,AMERISTAR CASINO
URBANDALE LIQUOR,URBANDALE LIQUOR
GASLAND EXPRESS  /  MT PLEASANT,GASLAND EXPRESS
BUCKY'S EXPRESS #22 / COUNCIL BLUFFS,BUCKY'S EXPRESS
NEW STAR LIQUOR & TOBACCO  / FT DODG,NEW STAR
AV SUPERSTOP,AV SUPERSTOP
CASEY'S GENERAL STORE #1414  / STATE,CASEY'S GENERAL STORE
GARY'S LIQUOR & WINE LTD,GARY'S LIQUOR & WINE
UPTOWN LIQUOR & TOBACCO,UPTOWN LIQUOR
AUDUBON FOOD LAND,AUDUBON FOOD LAND
JIM'S FOOD   /  SULLIVAN AVE,JIM'S FOOD
KWIK STOP DELHI,KWIK STOP
SMOKIN' JOE'S #15 TOBACCO AND LIQUOR OUTLET,SMOKIN' JOE'S
CASEY'S GENERAL STORE #3204 / MINDEN,CASEY'S GENERAL STORE
BAXTER FAMILY MARKET,BAXTER FAMILY MARKET
CASEY'S GENERAL STORE #3434  /  DENV,CASEY'S GENERAL STORE
KWIK SHOP #595  /  W BROADWAY,KWIK SHOP
CASEY'S GENERAL STORE #77 / CASCADE,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3440 / CAMANC,CASEY'S GENERAL STORE
KUM & GO #521  /  CORALVILLE,KUM & GO
CASEY'S GENERAL STORE #3452 / WEST U,CASEY'S GENERAL STORE
KWIK STOP LIQUOR & GROCERIES AMES,KWIK STOP
KUM & GO #251 / SIOUX CITY,KUM & GO
GUPPY'S ON THE GO / WALFORD,GUPPY'S ON THE GO
CASEY'S GENERAL STORE #1534 / GUTHRI,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2518 / LOHRVI,CASEY'S GENERAL STORE
SHELBY GENERAL STORE,SHELBY GENERAL STORE
CASEY'S GENERAL STORE #3203 / COUNCI,CASEY'S GENERAL STORE
THE DEPOT CORALVILLE,THE DEPOT
KUM & GO #201 / CORALVILLE,KUM & GO
RIVERSIDE LIQUOR,RIVERSIDE LIQUOR
OTTER CREEK COUNTRY STORE,OTTER CREEK COUNTRY STORE
KWIK STOP  #858  /  DUBUQUE,KWIK STOP
CASEY'S GENERAL STORE #2900 / GILBER,CASEY'S GENERAL STORE
KIMMES COON RAPIDS COUNTRY STORE #12,KIMMES COON RAPIDS COUNTRY STORE
QUIK STOP  /  BURLINGTON,QUIK STOP
GLIDDEN GROCERY,GLIDDEN GROCERY
BROTHERS MARKET  /  GRUNDY CENTER,BROTHERS MARKET
JIM'S FOODS  /  CEDAR RAPIDS,JIM'S FOODS
OLSEN'S BP,OLSEN'S
KWIK STOP #848 / DUBUQUE,KWIK STOP
DING'S HONK'N HOLLER,DING'S
KUM & GO #129  /  JOHNSTON,KUM & GO
GARNER ONE STOP,GARNER ONE STOP
FAS MART #5148 / CEDAR RAPIDS,FAS MART
CODY MART,CODY MART
CASEY'S GENERAL STORE #2683  /  RUNN,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #1511 / SEYMOU,CASEY'S GENERAL STORE
GASLAND EXPRESS / CHARITON,GASLAND EXPRESS
KIRKWOOD LIQUOR & TOBACCO,KIRKWOOD LIQUOR & TOBACCO
GASLAND EXPRESS / CORYDON,GASLAND EXPRESS
LEO1  /  CEDAR RAPIDS,LEO1
CASEY'S GENERAL STORE #1503 / TABOR,CASEY'S GENERAL STORE
KEYSTONE LIQUOR & WINE / CORALVILLE,KEYSTONE LIQUOR & WINE
THE STATION II / NORTH LIBERTY,THE STATION II
KC BROTHERS,KC BROTHERS
FLAMING HOT FISH AND CHICKEN LLC,FLAMING HOT FISH AND CHICKEN
ANTHON MINI MART,ANTHON MINI MART
CASEY'S GENERAL STORE #3422 / NORWAL,CASEY'S GENERAL STORE
POINT LIQUOR & TOBACCO,POINT LIQUOR & TOBACCO
CASEY'S GENERAL STORE #27  /  AUDUBO,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #2640 / PLEASA,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE #3473 / DUBUQU,CASEY'S GENERAL STORE
KUM & GO #540 / WAUKEE,KUM & GO
"GIGGLE JUICE LIQUOR STATION, LLC",GIGGLE JUICE LIQUOR STATION
WORLD LIQUOR & TOBACCO + VAPE,WORLD LIQUOR & TOBACCO
NEW STAR / FORT DODGE,NEW STAR
LEFTY'S CONVENIENCE STORE INC.,LEFTY'S CONVENIENCE STORE
CASEY'S GENERAL STORE #3463 / WEST B,CASEY'S GENERAL STORE
BP  /  DUBUQUE,BP
KUM & GO #3502 / IOWA CITY,KUM & GO
THE OX & WREN SPIRITS AND GIFTS,THE OX & WREN
BEST TRIP,BEST TRIP
CASEY'S GENERAL STORE #3476 / FOREST,CASEY'S GENERAL STORE
W-MART,W-MART
EAST SIDE LIQUOR AND TOBACCO,EAST SIDE LIQUOR AND TOBACCO
NORTHSIDE LIQUOR,NORTHSIDE LIQUOR
FREEMAN FOODS OF NORTH ENGLISH,FREEMAN FOODS
THE CORNER STORE,THE CORNER STORE
DISCOUNT LIQUOR,DISCOUNT LIQUOR
WHOLE FOODS MARKET,WHOLE FOODS MARKET
CASEY'S GENERAL STORE # 1331/ SAC CITY,CASEY'S GENERAL STORE
MAD AVE QUIK SHOP,MAD AVE QUIK SHOP
OKY DOKY # 8 FOODS,OKY DOKY
GAMEDAY LIQUOR,GAMEDAY LIQUOR
GM FOOD MART,GM FOOD MART
GM MINI MART,GM MINI MART
7-ELEVEN # 34464Z,7-ELEVEN
BERNIE'S BOOZE LLC,BERNIE'S BOOZE
CASEY'S GENERAL STORE # 2177/MITCHEL,CASEY'S GENERAL STORE
HONEY CREEK RESORT STATE PARK/ GIFT,HONEY CREEK RESORT
CROSSROADS OF ALBERT CITY,CROSSROADS
THE STATION,THE STATION
THE DEPOT ATKINS,THE DEPOT
LEFTY'S CONVENIENCE STORE INC,LEFTY'S CONVENIENCE STORE
CASEY'S GENERAL STORE # 2783/ URBAND,CASEY'S GENERAL STORE
DYERSVILLE LIQUOR MART,DYERSVILLE LIQUOR MART
CASEY'S GENERAL STORE # 2598/ PELLA,CASEY'S GENERAL STORE
FCA KINGSLEY C-STORE,FCA KINGSLEY
CASEY'S GENERAL STORE # 2417/ NEWTON,CASEY'S GENERAL STORE
CASEY'S GENERAL STORE # 3502/ STANTO,CASEY'S GENERAL STORE
CUBBY'S ONAWA,CUBBY'S
CROSSROADS OF SPENCER,CROSSROADS
CASEY'S GENERAL STORE # 2560/ AMES,CASEY'S GENERAL STORE
YESWAY STORE # 10011/ MASON CITY,YESWAY
YESWAY STORE # 10017/ FORT DODGE,YESWAY
YESWAY STORE # 10019/ MASON CITY,YESWAY
YESWAY STORE # 10026/ MASON CITY,YESWAY
BROOKLYN GROCERY,BROOKLYN GROCERY
CROSSROADS OF HUMBOLDT,CROSSROADS
SAUCE,SAUCE
YESWAY STORE # 1029/ CLARION,YESWAY
YESWAY STORE # 10016/ FORT DODGE,YESWAY
YESWAY STORE # 10020/ STORY CITY,YESWAY
YESWAY STORE # 10025/ NEWTON,YESWAY
JUMPSTART,JUMPSTART
JOHN'S QWIK STOP,JOHN'S QWIK STOP
THE BOONEDOCKS,THE BOONEDOCKS
YESWAY STORE # 10022/ WATERLOO,YESWAY
YESWAY STORE # 10023/ WATERLOO,YESWAY
YESWAY STORE # 10021/ WEBSTER CITY,YESWAY
YESWAY STORE # 10018/ WEBSTER CITY,YESWAY
DEWITT TRAVEL MART,DEWITT TRAVEL MART
PEARL CITY TOBACCO & LIQUOR OUTLET,PEARL CITY
YESWAY STORE # 10013/ OTTUMWA,YESWAY
YESWAY STORE # 10012/ OTTUMWA,YESWAY
YESWAY STORE # 10034/ BELMOND,YESWAY
CASEY'S GENERAL STORE # 3508/ MARSHA,CASEY'S GENERAL STORE
CROSSROADS OF SAC CITY,CROSSROADS
FAS MART # 5150/ CEDAR RAPIDS,FAS MART
FAS MART # 5159/ DUBUQUE,FAS MART
FAREWAY STORES #167/JOHNSTON,FAREWAY STORES
ROYAL FOOD,ROYAL FOOD
CROSSROADS OF ALGONA,CROSSROADS
THE LIQUOR STORE,THE LIQUOR STORE
"B & K ONE STOP LLC, WASHTA",B & K ONE STOP
TOBACCO HUT & LIQUOR,TOBACCO HUT
BROTHER'S MARKET WINE AND SPIRITS,BROTHER'S MARKET
BROTHER'S MARKET/ SIGOURNEY,BROTHER'S MARKET
CASEY'S GENERAL STORE # 2653 / TOLEDO,CASEY'S GENERAL STORE
WEST SIDE GROCERY,WEST SIDE GROCERY
CASEY'S GENERAL STORE # 3513/ BELLE PLAINE,CASEY'S GENERAL STORE
AVOCA FOOD LAND,AVOCA FOOD LAND
HOMETOWN FOODS / GLADBROOK,HOMETOWN FOODS
HOMETOWN FOODS / STATE CENTER,HOMETOWN FOODS
HOMETOWN FOODS / HUBBARD,HOMETOWN FOODS
ALS LIQUOR,ALS
MEGA SAVER,MEGA SAVER
CORNERSTONE APOTHECARY,CORNERSTONE
DIVA & TEJ GAS & FOOD,DIVA & TEJ
QUILLINS QUALITY FOODS POSTVILLE,QUILLINS
CASEY'S GENERAL STORE # 1536/ GEORGE,CASEY'S
CASEY'S GENERAL STORE # 3507/ GRIMES,CASEY'S
FAREWAY STORES #166/ ANAMOSA,FAREWAY
MILL ST LIQUOR,MILL ST
EXPO LIQUOR,EXPO
EXPRESS MART,EXPRESS
HOMETOWN FOODS / CONRAD,HOMETOWN FOODS
KUM & GO #539/ NW 2ND AVE,KUM & GO
PRIME STAR,PRIME STAR
KUM & GO #532/ WEST DSM,KUM & GO
JJ'S ON JOHNSON,JJ'S
CASEY'S GENERAL STORE # 3509/ CARTER LAKE,CASEY'S
FROHLICH'S SUPER VALU,FROHLICH'S
CASEY'S GENERAL STORE # 2607/ SIOUX CITY,CASEY'S
EAST SIDE LIQUOR & GROCERY,EAST SIDE
KUM & GO #1097 / 50TH WDM,KUM & GO
"SUPER LUCKY, INC",SUPER LUCKY
CASEY'S GENERAL STORE # 3564/ ROBINS,CASEY'S
CASEY'S GENERAL STORE # 3562/ MARION,CASEY'S
DOWNTOWN LIQUOR,DOWNTOWN
CASEY'S GENERAL STORE # 3565/ TRIPOLI,CASEY'S
NEW STAR / PELLA,NEW STAR
KIMMES WALL LAKE,KIMMES
CASEY'S GENERAL STORE # 3523/ ELDRIDGE,CASEY'S
CASEY'S GENERAL STORE # 3561/ CEDAR RAPIDS,CASEY'S
GAMEDAY LIQUOR/ ORANGE CITY,GAMEDAY LIQUOR
KUM & GO #1056/ BEVINGTON,KUM & GO
FAREWAY STORES #168/ PEOSTA,FAREWAY
SUPER SAVER LIQUOR,SUPER SAVER
LIQUORLAND,LIQUORLAND
CROSSROADS WINE & SPIRITS LLC,CROSSROADS
CASEY'S GENERAL STORE # 2253/ CLIVE,CASEY'S
STATION MART,STATION
"CLARKSVILLE HOMETOWN GROCERY, INC.",CLARKSVILLE HOMETOWN
LIQUOR BEER & TOBACCO OUTLET,LIQUOR BEER & TOBACCO
CASEY'S GENERAL STORE # 2618/ FREDRICKSBURG,CASEY'S
CASEY'S GENERAL STORE # 2169/ INDEPENDENCE,CASEY'S
"BORMANNS NEIGHBORHOOD PITSTOP, LLC",BORMANNS NEIGHBORHOOD
STATE FOOD MART,STATE FOOD
SODES GREEN ACRE,SODES
IOWA LIQUOR & TOBACCO,IOWA LIQUOR & TOBACCO
CASEY'S GENERAL STORE # 3518/ DES MOINES,CASEY'S
CASEY'S GENERAL STORE # 2687/ HAWARDEN,CASEY'S
CASEY'S GENERAL STORE # 2517/ ROCKWELL CITY,CASEY'S
CASEY'S GENERAL STORE # 2543/ ALBION,CASEY'S
YESWAY STORE # 1036/ KANAWHA,YESWAY
TRANSIT GENERAL STORE,TRANSIT
CASEY'S GENERAL STORE # 3546/ MONONA,CASEY'S
CASEY'S GENERAL STORE # 2870/ ALTOONA,CASEY'S
CASEY'S GENERAL STORE # 1753/ NORTHWOOD,CASEY'S
CASEY'S GENERAL STORE # 2698/ PERRY,CASEY'S
VINE FOOD & LIQUOR,VINE FOOD & LIQUOR
CASEY'S GENERAL STORE # 2494/ EAGLE GROVE,CASEY'S
CASEY'S GENERAL STORE # 3054/ WEBSTER CITY,CASEY'S
KUM & GO #119/ NORTHWOOD,KUM & GO
CASEY'S GENERAL STORE # 2511/ CRESCO,CASEY'S
PG MINI MART,PG
CASEY'S GENERAL STORE # 1896/ CLEAR LAKE,CASEY'S
CASEY'S GENERAL STORE # 1861/ BONDURANT,CASEY'S
CASEY'S GENERAL STORE # 1799/ OSAGE,CASEY'S
CASEY'S GENERAL STORE #2183/DECORAH,CASEY'S
YESWAY STORE #1037/ GRIMES,YESWAY
CASEY'S GENERAL STORE # 3512/ INDIANOLA,CASEY'S
CASEY'S GENERAL STORE # 2774/AMANA,CASEY'S
CASEY'S GENERAL STORE # 2272/COLFAX,CASEY'S
CASEY'S GENERAL STORE # 1876/MANLY,CASEY'S
WASPY'S TRUCK STOP,WASPY'S
CLINTON GAS & MART,CLINTON GAS & MART
CITY LIQUOR,CITY
GOLDEN MART,GOLDEN
THE DEPOT OXFORD LLC,THE DEPOT OXFORD
KUM & GO #524/ CORALVILLE,KUM & GO
CASEY'S GENERAL STORE # 2918/ CORALVILLE,CASEY'S
CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,CASEY'S
CASEY'S GENERAL STORE # 1441/ MARSHALLTOWN,CASEY'S
CASEY'S GENERAL STORE # 2179/ WAUKEE,CASEY'S
UMIYA FOODMART INC,UMIYA FOODMART
BLUEJAY MARKET,BLUEJAY
CASEY'S GENERAL STORE # 1029/ TAMA,CASEY'S
LIL' CHUBS CORNER STOP,LIL' CHUBS
PRIME MART 7 / WATERLOO,PRIME MART 7
DEPOT LIQUOR & GROCERY,DEPOT
CASEY'S GENERAL STORE # 2792/CEDAR RAPIDS,CASEY'S
CASEY'S GENERAL STORE # 2780/CEDAR RAPIDS,CASEY'S
CASEY'S GENERAL STORE # 3604/HINTON,CASEY'S
CASEY'S GENERAL STORE # 2212/ CEDAR RAPIDS,CASEY'S
YESWAY # 1009/ HARLAN,YESWAY
THE DEPOT MONTEZUMA LLC,THE DEPOT MONTEZUMA
STAMMER LIQUOR CORP,STAMMER LIQUOR
BEER BARN,BEER BARN
SPIRITS LIQUOR,SPIRITS LIQUOR
PRIME MART 2 / CEDAR FALLS,PRIME MART 2
BEECHER LIQUOR,BEECHER
CASEY'S GENERAL STORE # 2789/ CEDAR RAPIDS,CASEY'S
PRONTO MARKET/ GARWIN,PRONTO
HIWAY 20 LIQUOR & TOBACCO,HIWAY 20
BREW COFFEE WINE SPIRIT AND CIGARS,BREW
"BRICK STREET MARKET, LLC",BRICK STREET
"MK MINIMART, INC",MK
JUNCTION LIQUOR,JUNCTION
SMOKIN' JOE'S #8 TOBACCO AND LIQUOR OUTLET,SMOKIN' JOE'S
GREAT PASTIMES,GREAT PASTIMES
MADAME MARY,MADAME MARY
MT. PLEASANT FAST BREAK,MT. PLEASANT
QUIK-PIK,QUIK-PIK
LIQUOR ON THE CORNER,LIQUOR ON THE CORNER
1ST STOP BEVERAGE SHOP,1ST STOP
MARSHALL BEER WINE SPIRITS,MARSHALL
CASEY'S GENERAL STORE # 2781/ IOWA CITY,CASEY'S
PUMP N PAK,PUMP N PAK
NEW STAR / RAYMOND,NEW STAR
FAREWAY STORES #177/ FORT MADISON,FAREWAY
MODS MARKET,MODS
CASEY'S GENERAL STORE # 2211/ FORT DODGE,CASEY'S
CASEY'S GENERAL STORE # 2527/ SHELDON,CASEY'S
CASEY'S GENERAL STORE # 1591/ DECORAH,CASEY'S
CASEY'S GENERAL STORE # 2817/ GRISWOLD,CASEY'S
THAT IOWA GIRL,THAT IOWA GIRL
SUPER MART,SUPER MART
OELWEIN MART,OELWEIN
THULORDS,THULORDS
R&L FOODS,R&L
CASEY'S GENERAL STORE #1653 / CORNING,CASEY'S
SMOKIN JOE'S # 6 TOBACCO AND LIQUOR OUTLET,SMOKIN JOE'S
7STAR LIQUOR & TOBACCO OUTLET,7STAR
BACKWATER SPIRITS AND MORE,BACKWATER
KUM & GO #1215 / AMES,KUM & GO
SOUTHSIDE TOBACCO & LIQUOR,SOUTHSIDE
CASEY'S GENERAL STORE #95 / DEXTER,CASEY'S
TAMANG ENTERPRISE,TAMANG
CHROME TRUCK STOP,CHROME
SUPER SAVER LIQUOR OF MUSCATINE,SUPER SAVER
WORLD LIQUOR & TOBACCO + VAPORS,WORLD
STATION MART 2,STATION
